sequential_number,sequential_filename,original_filename,source,original_path,duration_seconds,duration_minutes,csv_path
1,sound_1.mp3,トライアングル03-1(長).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/ビブラスラップ02/トライアングル03-1(長).mp3,16.51612244897959,0.2752687074829932,ビブラスラップ02/トライアングル03-1(長).mp3
2,sound_2.mp3,ビブラスラップ01-7(低　短　リバーブ).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/ビブラスラップ02/ビブラスラップ01-7(低　短　リバーブ).mp3,5.042244897959184,0.0840374149659863,ビブラスラップ02/ビブラスラップ01-7(低　短　リバーブ).mp3
3,sound_3.mp3,ビブラスラップ01-8(低　長　リバーブ).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/ビブラスラップ02/ビブラスラップ01-8(低　長　リバーブ).mp3,7.0718367346938775,0.1178639455782313,ビブラスラップ02/ビブラスラップ01-8(低　長　リバーブ).mp3
4,sound_4.mp3,トライアングル03-2(短).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/ビブラスラップ02/トライアングル03-2(短).mp3,6.628480725623583,0.110474678760393,ビブラスラップ02/トライアングル03-2(短).mp3
5,sound_5.mp3,カウベル01-7(リバーブ).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/カウベル01/カウベル01-7(リバーブ).mp3,5.069138321995465,0.0844856386999244,カウベル01/カウベル01-7(リバーブ).mp3
6,sound_6.mp3,ビブラスラップ01-4(低　長).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/フレクサトーン01/ビブラスラップ01-4(低　長).mp3,5.603673469387755,0.0933945578231292,フレクサトーン01/ビブラスラップ01-4(低　長).mp3
7,sound_7.mp3,フィンガーシンバル02-2(長).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/効果音＞パーカッション/フィンガーシンバル02-2(長).mp3,13.759614512471655,0.2293269085411942,効果音＞パーカッション/フィンガーシンバル02-2(長).mp3
8,sound_8.mp3,フィンガーシンバル02-1(短).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/効果音＞パーカッション/フィンガーシンバル02-1(短).mp3,6.2759183673469385,0.1045986394557823,効果音＞パーカッション/フィンガーシンバル02-1(短).mp3
9,sound_9.mp3,フィンガーシンバル02-3(短).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/効果音＞パーカッション/フィンガーシンバル02-3(短).mp3,6.582040816326531,0.1097006802721088,効果音＞パーカッション/フィンガーシンバル02-3(短).mp3
10,sound_10.mp3,タンバリン04-07(パターン).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/タンバリン05/タンバリン04-07(パターン).mp3,5.988253968253968,0.0998042328042328,タンバリン05/タンバリン04-07(パターン).mp3
11,sound_11.mp3,トライアングル01-1(単音　長).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/トライアングル03/トライアングル01-1(単音　長).mp3,9.224875283446712,0.1537479213907785,トライアングル03/トライアングル01-1(単音　長).mp3
12,sound_12.mp3,トライアングル02-7(単音).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/トライアングル03/トライアングル02-7(単音).mp3,16.092403628117914,0.2682067271352986,トライアングル03/トライアングル02-7(単音).mp3
13,sound_13.mp3,トライアングル01-3(単音　長).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/トライアングル03/トライアングル01-3(単音　長).mp3,9.318684807256236,0.1553114134542706,トライアングル03/トライアングル01-3(単音　長).mp3
14,sound_14.mp3,トライアングル02-6(ロール　短).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/トライアングル03/トライアングル02-6(ロール　短).mp3,5.567324263038548,0.0927887377173091,トライアングル03/トライアングル02-6(ロール　短).mp3
15,sound_15.mp3,トライアングル01-6(ロール　短).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/トライアングル02/トライアングル01-6(ロール　短).mp3,6.244240362811792,0.1040706727135298,トライアングル02/トライアングル01-6(ロール　短).mp3
16,sound_16.mp3,トライアングル01-7(単音).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/トライアングル02/トライアングル01-7(単音).mp3,11.05061224489796,0.1841768707482993,トライアングル02/トライアングル01-7(単音).mp3
17,sound_17.mp3,トライアングル01-5(ロール　長).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/トライアングル02/トライアングル01-5(ロール　長).mp3,11.121972789115649,0.1853662131519274,トライアングル02/トライアングル01-5(ロール　長).mp3
18,sound_18.mp3,トライアングル02-5(ロール　長).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/ビブラスラップ01/トライアングル02-5(ロール　長).mp3,10.808480725623582,0.1801413454270597,ビブラスラップ01/トライアングル02-5(ロール　長).mp3
19,sound_19.mp3,トライアングル02-1(単音　長).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/ビブラスラップ01/トライアングル02-1(単音　長).mp3,11.307006802721087,0.1884501133786848,ビブラスラップ01/トライアングル02-1(単音　長).mp3
20,sound_20.mp3,トライアングル02-3(単音　長).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/ビブラスラップ01/トライアングル02-3(単音　長).mp3,11.501655328798186,0.1916942554799697,ビブラスラップ01/トライアングル02-3(単音　長).mp3
21,sound_21.mp3,ビブラスラップ02-4(ディレイ).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/フレクサトーン02/ビブラスラップ02-4(ディレイ).mp3,6.097687074829932,0.1016281179138322,フレクサトーン02/ビブラスラップ02-4(ディレイ).mp3
22,sound_22.mp3,ビブラスラップ02-1(長).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/フレクサトーン02/ビブラスラップ02-1(長).mp3,6.722290249433106,0.1120381708238851,フレクサトーン02/ビブラスラップ02-1(長).mp3
23,sound_23.mp3,フィンガーシンバル02-4(長).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/フィンガーシンバル03/フィンガーシンバル02-4(長).mp3,13.145804988662132,0.2190967498110355,フィンガーシンバル03/フィンガーシンバル02-4(長).mp3
24,sound_24.mp3,フィンガーシンバル01-2(リバーブ　長).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/フィンガーシンバル03/フィンガーシンバル01-2(リバーブ　長).mp3,11.968979591836735,0.1994829931972789,フィンガーシンバル03/フィンガーシンバル01-2(リバーブ　長).mp3
25,sound_25.mp3,フィンガーシンバル01-4(リバーブ　長).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/フィンガーシンバル03/フィンガーシンバル01-4(リバーブ　長).mp3,12.327392290249431,0.2054565381708238,フィンガーシンバル03/フィンガーシンバル01-4(リバーブ　長).mp3
26,sound_26.mp3,フィンガーシンバル01-6(ドライ　長).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/フィンガーシンバル02/フィンガーシンバル01-6(ドライ　長).mp3,9.021337868480726,0.1503556311413454,フィンガーシンバル02/フィンガーシンバル01-6(ドライ　長).mp3
27,sound_27.mp3,フィンガーシンバル01-8(ドライ　長).mp3,otologic_sounds_smart/Instruments Percussion,otologic_sounds_smart/Instruments Percussion/フィンガーシンバル02/フィンガーシンバル01-8(ドライ　長).mp3,8.888616780045352,0.1481436130007558,フィンガーシンバル02/フィンガーシンバル01-8(ドライ　長).mp3
28,sound_28.mp3,PC　駆動音03-11(遠い　ロング).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/PC　駆動音03/PC　駆動音03-11(遠い　ロング).mp3,66.06480725623582,1.1010801209372638,PC　駆動音03/PC　駆動音03-11(遠い　ロング).mp3
29,sound_29.mp3,PC　駆動音03-09(遠い　強制シャットダウン).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/PC　駆動音03/PC　駆動音03-09(遠い　強制シャットダウン).mp3,13.148934240362813,0.2191489040060468,PC　駆動音03/PC　駆動音03-09(遠い　強制シャットダウン).mp3
30,sound_30.mp3,PC　駆動音02-01(オンオフ).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/PC　駆動音03/PC　駆動音02-01(オンオフ).mp3,65.7565306122449,1.0959421768707485,PC　駆動音03/PC　駆動音02-01(オンオフ).mp3
31,sound_31.mp3,PC　駆動音03-13(遠い　ルームノイズ).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/PC　駆動音03/PC　駆動音03-13(遠い　ルームノイズ).mp3,65.96095238095238,1.0993492063492063,PC　駆動音03/PC　駆動音03-13(遠い　ルームノイズ).mp3
32,sound_32.mp3,PC　駆動音02-02(オンオフ).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/PC　駆動音03/PC　駆動音02-02(オンオフ).mp3,75.75965986394557,1.262660997732426,PC　駆動音03/PC　駆動音02-02(オンオフ).mp3
33,sound_33.mp3,PC　駆動音02-03(強制シャットダウン).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/PC　駆動音03/PC　駆動音02-03(強制シャットダウン).mp3,7.982517006802721,0.1330419501133787,PC　駆動音03/PC　駆動音02-03(強制シャットダウン).mp3
34,sound_34.mp3,PC　駆動音03-12(遠い　ロング).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/PC　駆動音03/PC　駆動音03-12(遠い　ロング).mp3,66.269410430839,1.1044901738473167,PC　駆動音03/PC　駆動音03-12(遠い　ロング).mp3
35,sound_35.mp3,PC　駆動音02-08(ロング).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/PC　駆動音02/PC　駆動音02-08(ロング).mp3,66.61761904761904,1.1102936507936507,PC　駆動音02/PC　駆動音02-08(ロング).mp3
36,sound_36.mp3,PC　駆動音02-10(遠い　オンオフ).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/PC　駆動音02/PC　駆動音02-10(遠い　オンオフ).mp3,77.50283446712018,1.2917139077853363,PC　駆動音02/PC　駆動音02-10(遠い　オンオフ).mp3
37,sound_37.mp3,PC　駆動音02-07(ロング).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/PC　駆動音02/PC　駆動音02-07(ロング).mp3,65.83303854875284,1.0972173091458806,PC　駆動音02/PC　駆動音02-07(ロング).mp3
38,sound_38.mp3,PC　駆動音02-09(遠い　オンオフ).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/PC　駆動音02/PC　駆動音02-09(遠い　オンオフ).mp3,66.10238095238095,1.1017063492063492,PC　駆動音02/PC　駆動音02-09(遠い　オンオフ).mp3
39,sound_39.mp3,PC　駆動音02-04(強制シャットダウン).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/PC　駆動音02/PC　駆動音02-04(強制シャットダウン).mp3,7.668548752834467,0.1278091458805744,PC　駆動音02/PC　駆動音02-04(強制シャットダウン).mp3
40,sound_40.mp3,PC　駆動音02-06(ロング).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/PC　駆動音02/PC　駆動音02-06(ロング).mp3,66.6780045351474,1.1113000755857898,PC　駆動音02/PC　駆動音02-06(ロング).mp3
41,sound_41.mp3,PC　駆動音02-11(遠い　強制シャットダウン).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/PC　駆動音02/PC　駆動音02-11(遠い　強制シャットダウン).mp3,6.949365079365079,0.1158227513227513,PC　駆動音02/PC　駆動音02-11(遠い　強制シャットダウン).mp3
42,sound_42.mp3,フロッピードライブ02-2(動作音).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/フロッピードライブ01/フロッピードライブ02-2(動作音).mp3,15.120090702947843,0.2520015117157974,フロッピードライブ01/フロッピードライブ02-2(動作音).mp3
43,sound_43.mp3,光学ドライブ01-4(動作音).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/フロッピードライブ01/光学ドライブ01-4(動作音).mp3,17.101179138321996,0.2850196523053666,フロッピードライブ01/光学ドライブ01-4(動作音).mp3
44,sound_44.mp3,フロッピードライブ02-1(動作音).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/フロッピードライブ01/フロッピードライブ02-1(動作音).mp3,16.817913832199547,0.2802985638699924,フロッピードライブ01/フロッピードライブ02-1(動作音).mp3
45,sound_45.mp3,光学ドライブ01-3(動作音).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/フロッピードライブ01/光学ドライブ01-3(動作音).mp3,27.186371882086167,0.4531061980347694,フロッピードライブ01/光学ドライブ01-3(動作音).mp3
46,sound_46.mp3,光学ドライブ03-2(動作音).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/光学ドライブ01/光学ドライブ03-2(動作音).mp3,132.07850340136054,2.2013083900226755,光学ドライブ01/光学ドライブ03-2(動作音).mp3
47,sound_47.mp3,光学ドライブ03-3(動作音).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/光学ドライブ01/光学ドライブ03-3(動作音).mp3,37.8,0.63,光学ドライブ01/光学ドライブ03-3(動作音).mp3
48,sound_48.mp3,光学ドライブ02-1(動作音).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/光学ドライブ01/光学ドライブ02-1(動作音).mp3,25.940385487528346,0.4323397581254724,光学ドライブ01/光学ドライブ02-1(動作音).mp3
49,sound_49.mp3,光学ドライブ03-4(動作音).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/光学ドライブ01/光学ドライブ03-4(動作音).mp3,26.33015873015873,0.4388359788359788,光学ドライブ01/光学ドライブ03-4(動作音).mp3
50,sound_50.mp3,ハードディスクドライブ02-1(動作音).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/ハードディスクドライブ01/ハードディスクドライブ02-1(動作音).mp3,23.109931972789116,0.3851655328798186,ハードディスクドライブ01/ハードディスクドライブ02-1(動作音).mp3
51,sound_51.mp3,ハードディスクドライブ01-4(動作音).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/ハードディスクドライブ01/ハードディスクドライブ01-4(動作音).mp3,25.779909297052154,0.4296651549508692,ハードディスクドライブ01/ハードディスクドライブ01-4(動作音).mp3
52,sound_52.mp3,ハードディスクドライブ01-3(動作音).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/ハードディスクドライブ01/ハードディスクドライブ01-3(動作音).mp3,11.320725623582767,0.1886787603930461,ハードディスクドライブ01/ハードディスクドライブ01-3(動作音).mp3
53,sound_53.mp3,ハードディスクドライブ01-2(動作音).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/ハードディスクドライブ01/ハードディスクドライブ01-2(動作音).mp3,12.231587301587302,0.2038597883597883,ハードディスクドライブ01/ハードディスクドライブ01-2(動作音).mp3
54,sound_54.mp3,ハードディスクドライブ02-2(動作音).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/ハードディスクドライブ01/ハードディスクドライブ02-2(動作音).mp3,32.582585034013604,0.5430430839002267,ハードディスクドライブ01/ハードディスクドライブ02-2(動作音).mp3
55,sound_55.mp3,ハードディスクドライブ01-1(動作音).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/ハードディスクドライブ01/ハードディスクドライブ01-1(動作音).mp3,17.87952380952381,0.2979920634920635,ハードディスクドライブ01/ハードディスクドライブ01-1(動作音).mp3
56,sound_56.mp3,PC　駆動音03-05(ロング).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/効果音＞PC・その他/PC　駆動音03-05(ロング).mp3,66.44408163265307,1.1074013605442177,効果音＞PC・その他/PC　駆動音03-05(ロング).mp3
57,sound_57.mp3,PC　駆動音03-07(遠い　オンオフ).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/効果音＞PC・その他/PC　駆動音03-07(遠い　オンオフ).mp3,52.41995464852608,0.873665910808768,効果音＞PC・その他/PC　駆動音03-07(遠い　オンオフ).mp3
58,sound_58.mp3,PC　駆動音03-03(強制シャットダウン).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/効果音＞PC・その他/PC　駆動音03-03(強制シャットダウン).mp3,12.768843537414966,0.2128140589569161,効果音＞PC・その他/PC　駆動音03-03(強制シャットダウン).mp3
59,sound_59.mp3,PC　駆動音03-01(オンオフ).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/効果音＞PC・その他/PC　駆動音03-01(オンオフ).mp3,49.59342403628118,0.8265570672713529,効果音＞PC・その他/PC　駆動音03-01(オンオフ).mp3
60,sound_60.mp3,PC　駆動音03-08(遠い　オンオフ).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/効果音＞PC・その他/PC　駆動音03-08(遠い　オンオフ).mp3,53.28927437641723,0.8881545729402872,効果音＞PC・その他/PC　駆動音03-08(遠い　オンオフ).mp3
61,sound_61.mp3,PC　駆動音03-02(オンオフ).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/効果音＞PC・その他/PC　駆動音03-02(オンオフ).mp3,49.70331065759637,0.8283885109599395,効果音＞PC・その他/PC　駆動音03-02(オンオフ).mp3
62,sound_62.mp3,PC　駆動音03-06(ロング).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/効果音＞PC・その他/PC　駆動音03-06(ロング).mp3,66.66442176870748,1.1110736961451246,効果音＞PC・その他/PC　駆動音03-06(ロング).mp3
63,sound_63.mp3,OS効果音01-23(スピーカー　電話).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/ダイヤルアップ接続音01/OS効果音01-23(スピーカー　電話).mp3,8.0837641723356,0.13472940287226,ダイヤルアップ接続音01/OS効果音01-23(スピーカー　電話).mp3
64,sound_64.mp3,ダイヤルアップ接続音01-1.mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/ダイヤルアップ接続音01/ダイヤルアップ接続音01-1.mp3,24.881315192743763,0.4146885865457294,ダイヤルアップ接続音01/ダイヤルアップ接続音01-1.mp3
65,sound_65.mp3,OS効果音01-11(電話).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/ダイヤルアップ接続音01/OS効果音01-11(電話).mp3,8.03702947845805,0.1339504913076341,ダイヤルアップ接続音01/OS効果音01-11(電話).mp3
66,sound_66.mp3,PC　駆動音02-17(遠い　ルームノイズ).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/PC　駆動音01/PC　駆動音02-17(遠い　ルームノイズ).mp3,66.36746031746031,1.1061243386243385,PC　駆動音01/PC　駆動音02-17(遠い　ルームノイズ).mp3
67,sound_67.mp3,PC　駆動音01-02(オンオフ).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/PC　駆動音01/PC　駆動音01-02(オンオフ).mp3,75.73891156462585,1.262315192743764,PC　駆動音01/PC　駆動音01-02(オンオフ).mp3
68,sound_68.mp3,PC　駆動音02-16(遠い　ロング).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/PC　駆動音01/PC　駆動音02-16(遠い　ロング).mp3,64.95585034013605,1.0825975056689343,PC　駆動音01/PC　駆動音02-16(遠い　ロング).mp3
69,sound_69.mp3,PC　駆動音01-01(オンオフ).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/PC　駆動音01/PC　駆動音01-01(オンオフ).mp3,104.5955328798186,1.7432588813303098,PC　駆動音01/PC　駆動音01-01(オンオフ).mp3
70,sound_70.mp3,PC　駆動音02-14(遠い　ロング).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/PC　駆動音01/PC　駆動音02-14(遠い　ロング).mp3,66.38480725623583,1.1064134542705972,PC　駆動音01/PC　駆動音02-14(遠い　ロング).mp3
71,sound_71.mp3,PC　駆動音02-15(遠い　ロング).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/PC　駆動音01/PC　駆動音02-15(遠い　ロング).mp3,65.8852380952381,1.0980873015873016,PC　駆動音01/PC　駆動音02-15(遠い　ロング).mp3
72,sound_72.mp3,PC　駆動音02-12(遠い　強制シャットダウン).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/PC　駆動音01/PC　駆動音02-12(遠い　強制シャットダウン).mp3,6.288027210884354,0.1048004535147392,PC　駆動音01/PC　駆動音02-12(遠い　強制シャットダウン).mp3
73,sound_73.mp3,光学ドライブ02-3(動作音).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/フロッピードライブ02/光学ドライブ02-3(動作音).mp3,38.21834467120181,0.6369724111866969,フロッピードライブ02/光学ドライブ02-3(動作音).mp3
74,sound_74.mp3,光学ドライブ02-2(動作音).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/フロッピードライブ02/光学ドライブ02-2(動作音).mp3,39.489614512471654,0.6581602418745276,フロッピードライブ02/光学ドライブ02-2(動作音).mp3
75,sound_75.mp3,光学ドライブ01-1(動作音).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/フロッピードライブ02/光学ドライブ01-1(動作音).mp3,43.361655328798186,0.7226942554799698,フロッピードライブ02/光学ドライブ01-1(動作音).mp3
76,sound_76.mp3,光学ドライブ01-2(動作音).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/フロッピードライブ02/光学ドライブ01-2(動作音).mp3,22.716349206349207,0.3786058201058201,フロッピードライブ02/光学ドライブ01-2(動作音).mp3
77,sound_77.mp3,ハードディスクドライブ03-2(動作音).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/ハードディスクドライブ02/ハードディスクドライブ03-2(動作音).mp3,61.11333333333334,1.0185555555555557,ハードディスクドライブ02/ハードディスクドライブ03-2(動作音).mp3
78,sound_78.mp3,ハードディスクドライブ03-3(強制終了).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/ハードディスクドライブ02/ハードディスクドライブ03-3(強制終了).mp3,5.894240362811791,0.0982373393801965,ハードディスクドライブ02/ハードディスクドライブ03-3(強制終了).mp3
79,sound_79.mp3,ハードディスクドライブ03-1(動作音).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/ハードディスクドライブ02/ハードディスクドライブ03-1(動作音).mp3,20.45503401360544,0.3409172335600907,ハードディスクドライブ02/ハードディスクドライブ03-1(動作音).mp3
80,sound_80.mp3,PC　駆動音01-17(遠い　ルームノイズ).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/光学ドライブ02/PC　駆動音01-17(遠い　ルームノイズ).mp3,65.33197278911565,1.0888662131519276,光学ドライブ02/PC　駆動音01-17(遠い　ルームノイズ).mp3
81,sound_81.mp3,PC　駆動音01-15(遠い　ロング).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/光学ドライブ02/PC　駆動音01-15(遠い　ロング).mp3,65.97662131519274,1.0996103552532124,光学ドライブ02/PC　駆動音01-15(遠い　ロング).mp3
82,sound_82.mp3,光学ドライブ03-1(動作音).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/光学ドライブ02/光学ドライブ03-1(動作音).mp3,58.31052154195011,0.9718420256991686,光学ドライブ02/光学ドライブ03-1(動作音).mp3
83,sound_83.mp3,PC　駆動音01-14(遠い　ロング).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/光学ドライブ02/PC　駆動音01-14(遠い　ロング).mp3,66.37600907029478,1.1062668178382464,光学ドライブ02/PC　駆動音01-14(遠い　ロング).mp3
84,sound_84.mp3,PC　駆動音01-11(遠い　強制シャットダウン).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/光学ドライブ02/PC　駆動音01-11(遠い　強制シャットダウン).mp3,6.212199546485261,0.1035366591080876,光学ドライブ02/PC　駆動音01-11(遠い　強制シャットダウン).mp3
85,sound_85.mp3,PC　駆動音01-12(遠い　強制シャットダウン).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/光学ドライブ02/PC　駆動音01-12(遠い　強制シャットダウン).mp3,6.324263038548753,0.1054043839758125,光学ドライブ02/PC　駆動音01-12(遠い　強制シャットダウン).mp3
86,sound_86.mp3,PC　駆動音01-16(遠い　ロング).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/光学ドライブ02/PC　駆動音01-16(遠い　ロング).mp3,65.91337868480726,1.0985563114134542,光学ドライブ02/PC　駆動音01-16(遠い　ロング).mp3
87,sound_87.mp3,フロッピードライブ01-1(動作音).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/ハードディスクドライブ03/フロッピードライブ01-1(動作音).mp3,34.0037641723356,0.56672940287226,ハードディスクドライブ03/フロッピードライブ01-1(動作音).mp3
88,sound_88.mp3,フロッピードライブ01-2(動作音).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/ハードディスクドライブ03/フロッピードライブ01-2(動作音).mp3,17.03628117913832,0.2839380196523053,ハードディスクドライブ03/フロッピードライブ01-2(動作音).mp3
89,sound_89.mp3,PC　駆動音01-06(ロング).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/光学ドライブ03/PC　駆動音01-06(ロング).mp3,65.97045351473923,1.0995075585789873,光学ドライブ03/PC　駆動音01-06(ロング).mp3
90,sound_90.mp3,PC　駆動音01-10(遠い　オンオフ).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/光学ドライブ03/PC　駆動音01-10(遠い　オンオフ).mp3,54.73553287981859,0.91225888133031,光学ドライブ03/PC　駆動音01-10(遠い　オンオフ).mp3
91,sound_91.mp3,PC　駆動音01-09(遠い　オンオフ).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/光学ドライブ03/PC　駆動音01-09(遠い　オンオフ).mp3,101.8563492063492,1.6976058201058202,光学ドライブ03/PC　駆動音01-09(遠い　オンオフ).mp3
92,sound_92.mp3,PC　駆動音01-07(ロング).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/光学ドライブ03/PC　駆動音01-07(ロング).mp3,66.67734693877551,1.1112891156462583,光学ドライブ03/PC　駆動音01-07(ロング).mp3
93,sound_93.mp3,PC　駆動音01-04(強制シャットダウン).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/光学ドライブ03/PC　駆動音01-04(強制シャットダウン).mp3,5.410748299319728,0.0901791383219954,光学ドライブ03/PC　駆動音01-04(強制シャットダウン).mp3
94,sound_94.mp3,PC　駆動音01-03(強制シャットダウン).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/光学ドライブ03/PC　駆動音01-03(強制シャットダウン).mp3,6.0968027210884355,0.1016133786848072,光学ドライブ03/PC　駆動音01-03(強制シャットダウン).mp3
95,sound_95.mp3,PC　駆動音01-08(ロング).mp3,otologic_sounds_smart/Pc,otologic_sounds_smart/Pc/光学ドライブ03/PC　駆動音01-08(ロング).mp3,66.09718820861679,1.1016198034769464,光学ドライブ03/PC　駆動音01-08(ロング).mp3
96,sound_96.mp3,PC　マウス　ムーブ04-19(遠い　木　中).mp3,otologic_sounds_smart/Pc Mouse,otologic_sounds_smart/Pc Mouse/PC　マウス01/PC　マウス　ムーブ04-19(遠い　木　中).mp3,5.061632653061224,0.084360544217687,PC　マウス01/PC　マウス　ムーブ04-19(遠い　木　中).mp3
