mp3_filename,original_japanese_name,sound_effect_title,description,keywords,category,page_url,zip_download_url,zip_filename,local_file_path,file_size,metadata_source
SNES　格闘02-07(爆発).mp3,SNES　格闘02-07(爆発).mp3,SNES　格闘02,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘02/SNES　格闘02-07(爆発).mp3,17267,otologic_sounds_smart/Game Fighting/SNES　格闘02/metadata.json
SNES　格闘05-09(倒れる).mp3,SNES　格闘05-09(倒れる).mp3,SNES　格闘05,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘05/SNES　格闘05-09(倒れる).mp3,15598,otologic_sounds_smart/Game Fighting/SNES　格闘05/metadata.json
SNES　格闘05-03(ヒット).mp3,SNES　格闘05-03(ヒット).mp3,SNES　格闘05,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘05/SNES　格闘05-03(ヒット).mp3,18936,otologic_sounds_smart/Game Fighting/SNES　格闘05/metadata.json
SNES　格闘05-02(ヒット).mp3,SNES　格闘05-02(ヒット).mp3,SNES　格闘05,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘05/SNES　格闘05-02(ヒット).mp3,19771,otologic_sounds_smart/Game Fighting/SNES　格闘05/metadata.json
SNES　格闘05-06(スイング).mp3,SNES　格闘05-06(スイング).mp3,SNES　格闘05,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘05/SNES　格闘05-06(スイング).mp3,12572,otologic_sounds_smart/Game Fighting/SNES　格闘05/metadata.json
SNES　格闘05-12(スコア).mp3,SNES　格闘05-12(スコア).mp3,SNES　格闘05,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘05/SNES　格闘05-12(スコア).mp3,44589,otologic_sounds_smart/Game Fighting/SNES　格闘05/metadata.json
SNES　格闘05-04(ヒット).mp3,SNES　格闘05-04(ヒット).mp3,SNES　格闘05,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘05/SNES　格闘05-04(ヒット).mp3,20605,otologic_sounds_smart/Game Fighting/SNES　格闘05/metadata.json
SNES　格闘05-08(着地).mp3,SNES　格闘05-08(着地).mp3,SNES　格闘05,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘05/SNES　格闘05-08(着地).mp3,12154,otologic_sounds_smart/Game Fighting/SNES　格闘05/metadata.json
SNES　格闘05-05(防御).mp3,SNES　格闘05-05(防御).mp3,SNES　格闘05,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘05/SNES　格闘05-05(防御).mp3,12259,otologic_sounds_smart/Game Fighting/SNES　格闘05/metadata.json
SNES　格闘05-10(選択).mp3,SNES　格闘05-10(選択).mp3,SNES　格闘05,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘05/SNES　格闘05-10(選択).mp3,16954,otologic_sounds_smart/Game Fighting/SNES　格闘05/metadata.json
SNES　格闘05-07(スイング).mp3,SNES　格闘05-07(スイング).mp3,SNES　格闘05,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘05/SNES　格闘05-07(スイング).mp3,14032,otologic_sounds_smart/Game Fighting/SNES　格闘05/metadata.json
SNES　格闘05-11(選択).mp3,SNES　格闘05-11(選択).mp3,SNES　格闘05,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘05/SNES　格闘05-11(選択).mp3,27074,otologic_sounds_smart/Game Fighting/SNES　格闘05/metadata.json
SNES　格闘04-2(叫び).mp3,SNES　格闘04-2(叫び).mp3,SNES　格闘04,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘04/SNES　格闘04-2(叫び).mp3,13928,otologic_sounds_smart/Game Fighting/SNES　格闘04/metadata.json
SNES　格闘04-3(叫び).mp3,SNES　格闘04-3(叫び).mp3,SNES　格闘04,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘04/SNES　格闘04-3(叫び).mp3,13302,otologic_sounds_smart/Game Fighting/SNES　格闘04/metadata.json
SNES　格闘03-2(ラウンド２).mp3,SNES　格闘03-2(ラウンド２).mp3,SNES　格闘04,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘04/SNES　格闘03-2(ラウンド２).mp3,26866,otologic_sounds_smart/Game Fighting/SNES　格闘04/metadata.json
SNES　格闘04-7(笑う).mp3,SNES　格闘04-7(笑う).mp3,SNES　格闘04,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘04/SNES　格闘04-7(笑う).mp3,23947,otologic_sounds_smart/Game Fighting/SNES　格闘04/metadata.json
SNES　格闘04-プレビュー.mp3,SNES　格闘04-プレビュー.mp3,SNES　格闘04,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘04/SNES　格闘04-プレビュー.mp3,152776,otologic_sounds_smart/Game Fighting/SNES　格闘04/metadata.json
SNES　格闘03-プレビュー.mp3,SNES　格闘03-プレビュー.mp3,SNES　格闘04,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘04/SNES　格闘03-プレビュー.mp3,152477,otologic_sounds_smart/Game Fighting/SNES　格闘04/metadata.json
SNES　格闘03-1(ラウンド１).mp3,SNES　格闘03-1(ラウンド１).mp3,SNES　格闘04,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘04/SNES　格闘03-1(ラウンド１).mp3,27908,otologic_sounds_smart/Game Fighting/SNES　格闘04/metadata.json
SNES　格闘04-6(悲鳴).mp3,SNES　格闘04-6(悲鳴).mp3,SNES　格闘04,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘04/SNES　格闘04-6(悲鳴).mp3,37812,otologic_sounds_smart/Game Fighting/SNES　格闘04/metadata.json
SNES　格闘04-1(叫び).mp3,SNES　格闘04-1(叫び).mp3,SNES　格闘04,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘04/SNES　格闘04-1(叫び).mp3,13198,otologic_sounds_smart/Game Fighting/SNES　格闘04/metadata.json
SNES　格闘04-4(悲鳴).mp3,SNES　格闘04-4(悲鳴).mp3,SNES　格闘04,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘04/SNES　格闘04-4(悲鳴).mp3,35309,otologic_sounds_smart/Game Fighting/SNES　格闘04/metadata.json
SNES　格闘04-5(悲鳴).mp3,SNES　格闘04-5(悲鳴).mp3,SNES　格闘04,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘04/SNES　格闘04-5(悲鳴).mp3,42711,otologic_sounds_smart/Game Fighting/SNES　格闘04/metadata.json
SNES　格闘03-7(パーフェクト).mp3,SNES　格闘03-7(パーフェクト).mp3,SNES　格闘03,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘03/SNES　格闘03-7(パーフェクト).mp3,21023,otologic_sounds_smart/Game Fighting/SNES　格闘03/metadata.json
SNES　格闘02-04(スイング).mp3,SNES　格闘02-04(スイング).mp3,SNES　格闘03,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘03/SNES　格闘02-04(スイング).mp3,11946,otologic_sounds_smart/Game Fighting/SNES　格闘03/metadata.json
SNES　格闘02-プレビュー.mp3,SNES　格闘02-プレビュー.mp3,SNES　格闘03,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘03/SNES　格闘02-プレビュー.mp3,119822,otologic_sounds_smart/Game Fighting/SNES　格闘03/metadata.json
SNES　格闘02-03(防御).mp3,SNES　格闘02-03(防御).mp3,SNES　格闘03,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘03/SNES　格闘02-03(防御).mp3,12050,otologic_sounds_smart/Game Fighting/SNES　格闘03/metadata.json
SNES　格闘02-01(ヒット).mp3,SNES　格闘02-01(ヒット).mp3,SNES　格闘03,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘03/SNES　格闘02-01(ヒット).mp3,12885,otologic_sounds_smart/Game Fighting/SNES　格闘03/metadata.json
SNES　格闘02-05(スイング).mp3,SNES　格闘02-05(スイング).mp3,SNES　格闘03,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘03/SNES　格闘02-05(スイング).mp3,13198,otologic_sounds_smart/Game Fighting/SNES　格闘03/metadata.json
SNES　格闘03-3(ラウンド３).mp3,SNES　格闘03-3(ラウンド３).mp3,SNES　格闘03,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘03/SNES　格闘03-3(ラウンド３).mp3,25614,otologic_sounds_smart/Game Fighting/SNES　格闘03/metadata.json
SNES　格闘03-6(YOU LOSE).mp3,SNES　格闘03-6(YOU LOSE).mp3,SNES　格闘03,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘03/SNES　格闘03-6(YOU LOSE).mp3,28535,otologic_sounds_smart/Game Fighting/SNES　格闘03/metadata.json
SNES　格闘02-02(ヒット).mp3,SNES　格闘02-02(ヒット).mp3,SNES　格闘03,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘03/SNES　格闘02-02(ヒット).mp3,13928,otologic_sounds_smart/Game Fighting/SNES　格闘03/metadata.json
SNES　格闘03-4(ファイッ).mp3,SNES　格闘03-4(ファイッ).mp3,SNES　格闘03,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘03/SNES　格闘03-4(ファイッ).mp3,18415,otologic_sounds_smart/Game Fighting/SNES　格闘03/metadata.json
SNES　格闘03-5(YOU WIN).mp3,SNES　格闘03-5(YOU WIN).mp3,SNES　格闘03,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘03/SNES　格闘03-5(YOU WIN).mp3,26657,otologic_sounds_smart/Game Fighting/SNES　格闘03/metadata.json
NES　格闘02-6(選択).mp3,NES　格闘02-6(選択).mp3,NES　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/NES　格闘01/NES　格闘02-6(選択).mp3,11216,otologic_sounds_smart/Game Fighting/NES　格闘01/metadata.json
NES　格闘01-6(スコア).mp3,NES　格闘01-6(スコア).mp3,NES　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/NES　格闘01/NES　格闘01-6(スコア).mp3,12364,otologic_sounds_smart/Game Fighting/NES　格闘01/metadata.json
NES　格闘02-7(選択).mp3,NES　格闘02-7(選択).mp3,NES　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/NES　格闘01/NES　格闘02-7(選択).mp3,12781,otologic_sounds_smart/Game Fighting/NES　格闘01/metadata.json
NES　格闘01-1(ヒット).mp3,NES　格闘01-1(ヒット).mp3,NES　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/NES　格闘01/NES　格闘01-1(ヒット).mp3,12468,otologic_sounds_smart/Game Fighting/NES　格闘01/metadata.json
NES　格闘01-2(スイング).mp3,NES　格闘01-2(スイング).mp3,NES　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/NES　格闘01/NES　格闘01-2(スイング).mp3,11320,otologic_sounds_smart/Game Fighting/NES　格闘01/metadata.json
NES　格闘01-5(スコア).mp3,NES　格闘01-5(スコア).mp3,NES　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/NES　格闘01/NES　格闘01-5(スコア).mp3,12886,otologic_sounds_smart/Game Fighting/NES　格闘01/metadata.json
NES　格闘01-プレビュー.mp3,NES　格闘01-プレビュー.mp3,NES　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/NES　格闘01/NES　格闘01-プレビュー.mp3,73552,otologic_sounds_smart/Game Fighting/NES　格闘01/metadata.json
NES　格闘01-4(倒れる).mp3,NES　格闘01-4(倒れる).mp3,NES　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/NES　格闘01/NES　格闘01-4(倒れる).mp3,15493,otologic_sounds_smart/Game Fighting/NES　格闘01/metadata.json
NES　格闘01-3(倒れる).mp3,NES　格闘01-3(倒れる).mp3,NES　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/NES　格闘01/NES　格闘01-3(倒れる).mp3,13302,otologic_sounds_smart/Game Fighting/NES　格闘01/metadata.json
NES　格闘01-7(歓声).mp3,NES　格闘01-7(歓声).mp3,NES　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/NES　格闘01/NES　格闘01-7(歓声).mp3,39064,otologic_sounds_smart/Game Fighting/NES　格闘01/metadata.json
SNES　格闘06-04(ヒット).mp3,SNES　格闘06-04(ヒット).mp3,Gen　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/GB-General04-mp3.zip,GB-General04-mp3.zip,otologic_sounds_smart/Game Fighting/Gen　格闘01/SNES　格闘06-04(ヒット).mp3,12363,otologic_sounds_smart/Game Fighting/Gen　格闘01/metadata.json
SNES　格闘06-05(ヒット).mp3,SNES　格闘06-05(ヒット).mp3,Gen　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/GB-General04-mp3.zip,GB-General04-mp3.zip,otologic_sounds_smart/Game Fighting/Gen　格闘01/SNES　格闘06-05(ヒット).mp3,13928,otologic_sounds_smart/Game Fighting/Gen　格闘01/metadata.json
Gen　格闘01-12(倒れる).mp3,Gen　格闘01-12(倒れる).mp3,Gen　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/GB-General04-mp3.zip,GB-General04-mp3.zip,otologic_sounds_smart/Game Fighting/Gen　格闘01/Gen　格闘01-12(倒れる).mp3,14450,otologic_sounds_smart/Game Fighting/Gen　格闘01/metadata.json
SNES　格闘06-03(ヒット).mp3,SNES　格闘06-03(ヒット).mp3,Gen　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/GB-General04-mp3.zip,GB-General04-mp3.zip,otologic_sounds_smart/Game Fighting/Gen　格闘01/SNES　格闘06-03(ヒット).mp3,15910,otologic_sounds_smart/Game Fighting/Gen　格闘01/metadata.json
SNES　格闘06-02(ヒット).mp3,SNES　格闘06-02(ヒット).mp3,Gen　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/GB-General04-mp3.zip,GB-General04-mp3.zip,otologic_sounds_smart/Game Fighting/Gen　格闘01/SNES　格闘06-02(ヒット).mp3,14345,otologic_sounds_smart/Game Fighting/Gen　格闘01/metadata.json
Gen　格闘01-14(選択).mp3,Gen　格闘01-14(選択).mp3,Gen　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/GB-General04-mp3.zip,GB-General04-mp3.zip,otologic_sounds_smart/Game Fighting/Gen　格闘01/Gen　格闘01-14(選択).mp3,25926,otologic_sounds_smart/Game Fighting/Gen　格闘01/metadata.json
SNES　格闘06-06(ヒット).mp3,SNES　格闘06-06(ヒット).mp3,Gen　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/GB-General04-mp3.zip,GB-General04-mp3.zip,otologic_sounds_smart/Game Fighting/Gen　格闘01/SNES　格闘06-06(ヒット).mp3,15389,otologic_sounds_smart/Game Fighting/Gen　格闘01/metadata.json
SNES　格闘06-プレビュー.mp3,SNES　格闘06-プレビュー.mp3,Gen　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/GB-General04-mp3.zip,GB-General04-mp3.zip,otologic_sounds_smart/Game Fighting/Gen　格闘01/SNES　格闘06-プレビュー.mp3,123261,otologic_sounds_smart/Game Fighting/Gen　格闘01/metadata.json
SNES　格闘06-01(ヒット).mp3,SNES　格闘06-01(ヒット).mp3,Gen　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/GB-General04-mp3.zip,GB-General04-mp3.zip,otologic_sounds_smart/Game Fighting/Gen　格闘01/SNES　格闘06-01(ヒット).mp3,12468,otologic_sounds_smart/Game Fighting/Gen　格闘01/metadata.json
Gen　格闘01-13(選択).mp3,Gen　格闘01-13(選択).mp3,Gen　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/GB-General04-mp3.zip,GB-General04-mp3.zip,otologic_sounds_smart/Game Fighting/Gen　格闘01/Gen　格闘01-13(選択).mp3,15911,otologic_sounds_smart/Game Fighting/Gen　格闘01/metadata.json
Gen　格闘01-11(着地).mp3,Gen　格闘01-11(着地).mp3,Gen　格闘01,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/GB-General04-mp3.zip,GB-General04-mp3.zip,otologic_sounds_smart/Game Fighting/Gen　格闘01/Gen　格闘01-11(着地).mp3,11737,otologic_sounds_smart/Game Fighting/Gen　格闘01/metadata.json
SNES　格闘06-07(防御).mp3,SNES　格闘06-07(防御).mp3,SNES　格闘06,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘06/SNES　格闘06-07(防御).mp3,12571,otologic_sounds_smart/Game Fighting/SNES　格闘06/metadata.json
SNES　格闘06-10(スイング).mp3,SNES　格闘06-10(スイング).mp3,SNES　格闘06,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘06/SNES　格闘06-10(スイング).mp3,13302,otologic_sounds_smart/Game Fighting/SNES　格闘06/metadata.json
SNES　格闘06-12(倒れる).mp3,SNES　格闘06-12(倒れる).mp3,SNES　格闘06,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘06/SNES　格闘06-12(倒れる).mp3,16432,otologic_sounds_smart/Game Fighting/SNES　格闘06/metadata.json
SNES　格闘06-09(スイング).mp3,SNES　格闘06-09(スイング).mp3,SNES　格闘06,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘06/SNES　格闘06-09(スイング).mp3,11738,otologic_sounds_smart/Game Fighting/SNES　格闘06/metadata.json
SNES　格闘06-15(スコア).mp3,SNES　格闘06-15(スコア).mp3,SNES　格闘06,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘06/SNES　格闘06-15(スコア).mp3,27909,otologic_sounds_smart/Game Fighting/SNES　格闘06/metadata.json
SNES　格闘06-11(着地).mp3,SNES　格闘06-11(着地).mp3,SNES　格闘06,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘06/SNES　格闘06-11(着地).mp3,11216,otologic_sounds_smart/Game Fighting/SNES　格闘06/metadata.json
SNES　格闘06-13(選択).mp3,SNES　格闘06-13(選択).mp3,SNES　格闘06,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘06/SNES　格闘06-13(選択).mp3,18936,otologic_sounds_smart/Game Fighting/SNES　格闘06/metadata.json
SNES　格闘06-08(スイング).mp3,SNES　格闘06-08(スイング).mp3,SNES　格闘06,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘06/SNES　格闘06-08(スイング).mp3,11424,otologic_sounds_smart/Game Fighting/SNES　格闘06/metadata.json
SNES　格闘05-01(ヒット).mp3,SNES　格闘05-01(ヒット).mp3,SNES　格闘06,,,Game Fighting,https://otologic.jp/free/se/game-fighting01.html,https://otologic.jp/sounds/se/mp3-zip/SNES-Shooter02-mp3.zip,SNES-Shooter02-mp3.zip,otologic_sounds_smart/Game Fighting/SNES　格闘06/SNES　格闘05-01(ヒット).mp3,17788,otologic_sounds_smart/Game Fighting/SNES　格闘06/metadata.json
